scan_time_kst,recommended_markets,recommended_count,missed_market,missed_changeRate,missed_change_rank,missed_trade_rank,missed_reason,missed_detail
2026-05-11 10:24:16.370000+09:00,KRW-CVC,1,KRW-2Z,2.5974026,9,172,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.64% from previous snapshot, 1.28% over 30 minutes."
2026-05-11 10:24:16.370000+09:00,KRW-CVC,1,KRW-MON,2.31213873,10,87,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.38% from previous snapshot, 1.34% over 30 minutes."
2026-05-11 10:44:58.311000+09:00,KRW-PIEVERSE,1,KRW-MBL,16.1971831,1,52,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.61% from previous snapshot, 0.00% over 30 minutes."
2026-05-11 10:44:58.311000+09:00,KRW-PIEVERSE,1,KRW-BTC,-0.0258253705107591,120,5,SCORE_TOO_LOW,"SCORE_TOO_LOW: move -0.03% from previous snapshot, -0.06% over 30 minutes."
2026-05-11 11:19:26.653000+09:00,KRW-ORCA,1,KRW-GAME2,2.8708134,8,223,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.94% from previous snapshot, 1.42% over 30 minutes."
2026-05-11 11:19:26.653000+09:00,KRW-ORCA,1,KRW-WET,2.11267606,10,107,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.69% from previous snapshot, -0.68% over 30 minutes."
2026-05-11 11:19:26.653000+09:00,KRW-ORCA,1,KRW-PROS,0.078064012490242,254,5,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.08% from previous snapshot, -1.08% over 30 minutes."
2026-05-11 13:22:44.054000+09:00,KRW-MOVE,1,KRW-TT,2.22222222,10,161,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.73% over 30 minutes."
2026-05-11 13:22:44.054000+09:00,KRW-MOVE,1,KRW-USDT,0.47716428,26,5,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes."
2026-05-11 13:22:44.054000+09:00,KRW-MOVE,1,KRW-PROS,0.9615384615384616,253,7,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.32% from previous snapshot, 0.96% over 30 minutes."
2026-05-11 14:59:16.256000+09:00,"KRW-ADA,KRW-BSV,KRW-BTC,KRW-CFG,KRW-DOGE,KRW-ETH,KRW-ONDO,KRW-QTUM,KRW-SEI,KRW-SNT",15,KRW-MOVE,4.86111111,5,29,UNKNOWN,"UNKNOWN: move 0.00% from previous snapshot, -0.66% over 30 minutes."
2026-05-11 14:59:16.256000+09:00,"KRW-ADA,KRW-BSV,KRW-BTC,KRW-CFG,KRW-DOGE,KRW-ETH,KRW-ONDO,KRW-QTUM,KRW-SEI,KRW-SNT",15,KRW-JTO,2.81124498,9,46,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.79% from previous snapshot, 1.32% over 30 minutes."
2026-05-11 14:59:16.256000+09:00,"KRW-ADA,KRW-BSV,KRW-BTC,KRW-CFG,KRW-DOGE,KRW-ETH,KRW-ONDO,KRW-QTUM,KRW-SEI,KRW-SNT",15,KRW-JST,2.4,9,224,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.79% from previous snapshot, 0.79% over 30 minutes."
2026-05-11 15:01:21.611000+09:00,"KRW-B3,KRW-BIO,KRW-LAYER,KRW-SUI,KRW-XEC",5,KRW-MOVE,4.86111111,5,29,UNKNOWN,"UNKNOWN: move 0.00% from previous snapshot, -0.66% over 30 minutes."
2026-05-11 15:01:21.611000+09:00,"KRW-B3,KRW-BIO,KRW-LAYER,KRW-SUI,KRW-XEC",5,KRW-JTO,2.81124498,9,46,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.79% from previous snapshot, 1.32% over 30 minutes."
2026-05-11 15:14:21.249000+09:00,KRW-ENS,1,KRW-PIEVERSE,3.37552743,7,26,UNKNOWN,"UNKNOWN: move -0.16% from previous snapshot, -0.57% over 30 minutes."
2026-05-11 15:24:23.316000+09:00,KRW-DEEP,1,KRW-SONIC,14.96062992,1,8,SCORE_TOO_LOW,"SCORE_TOO_LOW: move -0.27% from previous snapshot, -2.54% over 30 minutes."
2026-05-11 15:24:23.316000+09:00,KRW-DEEP,1,KRW-PROS,0.0,255,9,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes."
2026-05-11 15:36:24.765000+09:00,KRW-IP,1,KRW-KITE,8.10810811,2,33,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move -0.36% from previous snapshot, 0.72% over 30 minutes."
2026-05-11 15:36:24.765000+09:00,KRW-IP,1,KRW-CTC,4.60251046,6,83,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.81% over 30 minutes."
2026-05-11 16:16:38.444000+09:00,KRW-SONIC,1,KRW-ME,2.85714286,10,98,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.56% from previous snapshot, 2.27% over 30 minutes."
2026-05-11 16:25:46.854000+09:00,"KRW-CVC,KRW-KITE",2,KRW-PRL,2.7638191,9,80,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes."
2026-05-11 16:25:46.854000+09:00,"KRW-CVC,KRW-KITE",2,KRW-USDT,0.40899796,46,5,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.07% from previous snapshot, -0.07% over 30 minutes."
2026-05-11 16:25:46.854000+09:00,"KRW-CVC,KRW-KITE",2,KRW-PROS,-0.0818330605564648,256,9,SCORE_TOO_LOW,"SCORE_TOO_LOW: move -0.08% from previous snapshot, -1.05% over 30 minutes."
2026-05-11 16:45:43.843000+09:00,KRW-PIEVERSE,1,KRW-MOVE,13.88888889,1,14,UNKNOWN,"UNKNOWN: move 0.00% from previous snapshot, -3.53% over 30 minutes."
2026-05-11 17:20:06.814000+09:00,KRW-ORCA,1,KRW-MBL,6.33802817,4,31,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.67% from previous snapshot, -0.66% over 30 minutes."
2026-05-11 17:20:06.814000+09:00,KRW-ORCA,1,KRW-MOCA,3.63636364,8,138,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes."
2026-05-11 17:20:06.814000+09:00,KRW-ORCA,1,KRW-FLOCK,3.47826087,9,90,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.85% from previous snapshot, 0.00% over 30 minutes."
2026-05-11 17:27:25.673000+09:00,KRW-MBL,1,KRW-ME,3.42857143,10,85,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.56% from previous snapshot, 1.12% over 30 minutes."
2026-05-11 17:27:25.673000+09:00,KRW-MBL,1,KRW-PROS,0.0,255,9,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.49% over 30 minutes."
2026-05-11 19:23:40.100000+09:00,KRW-MOVE,1,KRW-ICP,4.11180879,10,83,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 1.28% over 30 minutes."
2026-05-11 20:17:55.027000+09:00,KRW-CHIP,1,KRW-CARV,6.81586979,4,96,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.96% from previous snapshot, 0.96% over 30 minutes."
2026-05-11 20:17:55.027000+09:00,KRW-CHIP,1,KRW-QTUM,0.198019801980198,156,9,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.20% from previous snapshot, -0.26% over 30 minutes."
2026-05-11 21:52:36.325000+09:00,KRW-SAHARA,1,KRW-SONIC,12.28346457,1,7,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.14% from previous snapshot, 0.00% over 30 minutes."
2026-05-11 21:52:36.325000+09:00,KRW-SAHARA,1,KRW-FF,5.31803962,5,40,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move -0.98% from previous snapshot, -2.88% over 30 minutes."
2026-05-11 21:52:36.325000+09:00,KRW-SAHARA,1,KRW-JST,3.2,9,202,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes."
2026-05-11 21:52:36.325000+09:00,KRW-SAHARA,1,KRW-KAITO,2.97297297,10,126,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 2.28% over 30 minutes."
2026-05-11 21:52:36.325000+09:00,KRW-SAHARA,1,KRW-XRP,0.0,107,1,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.28% over 30 minutes."
2026-05-11 23:49:46.446000+09:00,KRW-MED,1,KRW-DOGE,0.0,161,10,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -1.23% over 30 minutes."
2026-05-12 01:47:19.689000+09:00,KRW-FF,1,KRW-AKT,12.45487365,2,35,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.40% from previous snapshot, 1.80% over 30 minutes."
2026-05-12 01:47:19.689000+09:00,KRW-FF,1,KRW-MOCA,4.09090909,10,130,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.44% from previous snapshot, 0.44% over 30 minutes."
2026-05-12 01:47:19.689000+09:00,KRW-FF,1,KRW-SUI,0.1598295151838039,236,3,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.16% from previous snapshot, -0.79% over 30 minutes."
2026-05-12 09:00:02.758000+09:00,KRW-PROS,1,KRW-YGG,7.396449700000001,1,163,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 3.86% from previous snapshot, 7.08% over 30 minutes."
2026-05-12 09:00:02.758000+09:00,KRW-PROS,1,KRW-SC,3.3557047,2,145,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.65% over 30 minutes."
2026-05-12 09:00:02.758000+09:00,KRW-PROS,1,KRW-COMP,2.87390029,4,164,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.43% over 30 minutes."
2026-05-12 09:00:02.758000+09:00,KRW-PROS,1,KRW-ELF,1.66666667,5,214,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes."
2026-05-12 09:00:02.758000+09:00,KRW-PROS,1,KRW-THETA,5.79710145,6,189,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 1.67% over 30 minutes."
2026-05-12 09:00:45.485000+09:00,KRW-SPK,1,KRW-YGG,7.396449700000001,1,163,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 3.86% from previous snapshot, 7.08% over 30 minutes."
2026-05-12 09:00:45.485000+09:00,KRW-SPK,1,KRW-TOKAMAK,3.869407496977025,2,122,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 2.87% from previous snapshot, 3.87% over 30 minutes."
2026-05-12 09:00:45.485000+09:00,KRW-SPK,1,KRW-SC,3.3557047,2,145,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.65% over 30 minutes."
2026-05-12 09:00:45.485000+09:00,KRW-SPK,1,KRW-COMP,2.87390029,4,164,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.43% over 30 minutes."
2026-05-12 09:00:45.485000+09:00,KRW-SPK,1,KRW-ELF,1.66666667,5,214,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes."
2026-05-12 15:05:04.240000+09:00,"KRW-CRO,KRW-ICP",2,KRW-CPOOL,13.42975207,1,14,UNKNOWN,"UNKNOWN: move 0.00% from previous snapshot, 0.00% over 30 minutes."
2026-05-12 15:05:04.240000+09:00,"KRW-CRO,KRW-ICP",2,KRW-POKT,6.21468927,4,50,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 1.08% from previous snapshot, 0.00% over 30 minutes."
2026-05-12 15:05:04.240000+09:00,"KRW-CRO,KRW-ICP",2,KRW-WCT,5.76923077,5,130,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 5.77% from previous snapshot, 0.00% over 30 minutes."
2026-05-12 15:05:04.240000+09:00,"KRW-CRO,KRW-ICP",2,KRW-PIEVERSE,4.50680272,6,46,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 3.10% from previous snapshot, 0.00% over 30 minutes."
2026-05-12 15:05:04.240000+09:00,"KRW-CRO,KRW-ICP",2,KRW-BREV,4.14507772,7,120,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 1.52% from previous snapshot, 0.00% over 30 minutes."
2026-05-12 16:24:43.845000+09:00,KRW-ORDER,1,KRW-SOL,0.0,95,10,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes."
2026-05-12 16:31:12.718000+09:00,KRW-VVV,1,KRW-MANTRA,4.32098765,10,96,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.60% from previous snapshot, 0.60% over 30 minutes."
2026-05-12 16:31:12.718000+09:00,KRW-VVV,1,KRW-ONDO,0.3179650238473768,74,5,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.32% over 30 minutes."
2026-05-13 09:02:15.904000+09:00,KRW-NEAR,1,KRW-AXL,0.94339623,3,109,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.94% from previous snapshot, 0.94% over 30 minutes."
2026-05-13 09:02:15.904000+09:00,KRW-NEAR,1,KRW-VET,0.90909091,4,115,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.91% from previous snapshot, 0.91% over 30 minutes."
2026-05-13 09:02:15.904000+09:00,KRW-NEAR,1,KRW-ZKC,0.8403361344537815,7,117,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.84% from previous snapshot, 0.00% over 30 minutes."
2026-05-13 09:02:15.904000+09:00,KRW-NEAR,1,KRW-XEC,0.8264462809917449,7,119,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.83% from previous snapshot, 0.00% over 30 minutes."
2026-05-13 09:02:15.904000+09:00,KRW-NEAR,1,KRW-ASTR,0.740740740740738,8,68,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.74% over 30 minutes."
2026-05-13 09:50:34.660000+09:00,KRW-VIRTUAL,1,KRW-KAITO,3.24005891,5,111,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move -0.14% from previous snapshot, -0.28% over 30 minutes."
2026-05-13 10:15:54.868000+09:00,KRW-AZTEC,1,KRW-BREV,4.06091371,5,96,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.99% over 30 minutes."
2026-05-13 10:15:54.868000+09:00,KRW-AZTEC,1,KRW-MOVE,3.80622837,7,39,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.33% from previous snapshot, 1.01% over 30 minutes."
2026-05-13 10:15:54.868000+09:00,KRW-AZTEC,1,KRW-BTC,0.66525729,151,2,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.31% over 30 minutes."
2026-05-13 10:21:11.930000+09:00,KRW-MANTRA,1,KRW-PENDLE,3.85254068,5,99,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.58% from previous snapshot, 1.76% over 30 minutes."
2026-05-13 21:43:21.718000+09:00,"KRW-STX,KRW-TIA",2,KRW-UP2,102.28571429,1,9,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes."
2026-05-13 21:43:21.718000+09:00,"KRW-STX,KRW-TIA",2,KRW-INJ,20.52186178,2,6,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 14.54% from previous snapshot, 0.00% over 30 minutes."
2026-05-13 21:43:21.718000+09:00,"KRW-STX,KRW-TIA",2,KRW-AZTEC,9.8265896,3,15,UNKNOWN,"UNKNOWN: move -2.06% from previous snapshot, 0.00% over 30 minutes."
2026-05-13 21:43:21.718000+09:00,"KRW-STX,KRW-TIA",2,KRW-ZBT,8.733624449999999,4,36,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 2.89% from previous snapshot, 0.00% over 30 minutes."
2026-05-13 21:43:21.718000+09:00,"KRW-STX,KRW-TIA",2,KRW-JTO,7.00280112,6,31,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 1.73% from previous snapshot, 0.00% over 30 minutes."
2026-05-14 01:18:25.172000+09:00,KRW-INJ,1,KRW-DOGE,0.61349693,14,9,SCORE_TOO_LOW,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.61% over 30 minutes."
2026-05-14 01:52:20.954000+09:00,KRW-LINK,1,KRW-JTO,1.54061625,10,28,UNKNOWN,"UNKNOWN: move 0.28% from previous snapshot, 0.55% over 30 minutes."
2026-05-14 09:00:52.404000+09:00,KRW-UP2,1,KRW-PYTH,6.33245383,1,122,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 6.19% from previous snapshot, 6.33% over 30 minutes."
2026-05-14 09:00:52.404000+09:00,KRW-UP2,1,KRW-VTHO,4.503464203233261,2,156,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 3.67% from previous snapshot, 4.50% over 30 minutes."
2026-05-14 09:00:52.404000+09:00,KRW-UP2,1,KRW-HP,2.9787234042553163,3,246,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 2.98% from previous snapshot, 2.11% over 30 minutes."
2026-05-14 09:00:52.404000+09:00,KRW-UP2,1,KRW-BLAST,1.6371077800000002,5,142,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 1.50% from previous snapshot, 1.50% over 30 minutes."
2026-05-14 09:00:52.404000+09:00,KRW-UP2,1,KRW-BLEND,1.1560693641618496,6,70,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 1.16% from previous snapshot, 1.16% over 30 minutes."
2026-05-14 10:48:39.830000+09:00,KRW-VTHO,1,KRW-ESP,1.9047619,10,180,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes."
2026-05-14 10:48:39.830000+09:00,KRW-VTHO,1,KRW-HYPER,1.92307692,10,183,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.63% over 30 minutes."
2026-05-14 15:09:40.059000+09:00,KRW-HP,1,KRW-SONIC,4.66988728,7,24,UNKNOWN,"UNKNOWN: move 0.00% from previous snapshot, -0.31% over 30 minutes."
2026-05-14 22:19:08.504000+09:00,KRW-IMX,1,KRW-UP2,-0.3731343283582089,259,1,SCORE_TOO_LOW,"SCORE_TOO_LOW: move -0.37% from previous snapshot, -0.37% over 30 minutes."
2026-05-15 09:45:12.597000+09:00,KRW-POLYX,1,KRW-BONK,1.98019802,10,107,TRADE_VALUE_FILTER_EXCLUDED,"TRADE_VALUE_FILTER_EXCLUDED: move 0.98% from previous snapshot, 0.98% over 30 minutes."
